true,prediction
1.0000001,0.697328844566725
0.002415386999999991,0.2845234341960917
0.14299579,0.3829561516237393
1.0000001,0.6038420033732215
1.0000001,0.5878327728231473
0.10384273500000002,0.33200913905726376
0.06315069000000001,0.33537053497201547
0.09134176399999999,0.4124457167009804
0.04232512399999999,0.34244682268418375
0.21253765000000002,0.5050946909808588
0.08811312999999998,0.45380587061475225
1.0000001,0.5172704895831072
1.0000001,0.5634034978838796
0.103002906,0.5039090093041275
1.0000001,0.36371558574857826
1.0000001,0.5929660598410937
-0.012224775000000077,0.3281175990984857
0.026235960000000003,0.2806907035149612
0.05700846999999998,0.4436939908870731
0.18066917,0.5348893639494264
0.18485596999999998,0.4037952151671721
0.05622777699999998,0.34046354251013333
0.04047152999999998,0.2555304420128255
0.16559811999999996,0.4439257423391334
0.12464017999999999,0.5489027026321616
1.0000001,0.514562717838825
1.0000001,0.6224906696652397
0.07950149000000001,0.3310122997803705
1.0000001,0.4597874102412738
0.08654097,0.4055856804087577
0.07983891999999998,0.26482519736341625
1.0000001,0.6467183138931338
0.06496036,0.32382076413405014
1.0000001,0.49884365469426606
0.3976257,0.5497621593155989
0.10992487500000003,0.3329644157933369
0.29308796,0.3022228914312345
0.13928518,0.576994648251736
1.0000001,0.48334762187484415
1.0000001,0.5150382159208503
0.22167231,0.29102854365403985
0.019076690000000007,0.4024981371190638
0.09880159,0.4956600839884252
0.07937013999999998,0.5086998559583356
0.10752505000000001,0.4859924219433564
0.11482300000000001,0.4052096651250384
0.026505480999999997,0.5075588703090348
0.31725886,0.4252839789552447
0.03300243000000003,0.5287512263141836
0.20549074000000003,0.37373978170802424
1.0000001,0.5913374597602923
1.0000001,0.3964071841090091
0.08254459999999997,0.31766115925897487
0.4136847,0.5321783101992911
0.032039396,0.30569956466336706
0.10342783,0.41340602818997574
1.0000001,0.4425197205002045
1.0000001,0.401005564076961
0.08927244000000001,0.36184270092795257
0.048096165000000024,0.42129118723798675
1.0000001,0.4279867271508989
0.02967878800000001,0.37838786338747304
0.02105663499999999,0.4322695153929945
0.11865345999999999,0.4085268006620263
1.0000001,0.43862126428986403
0.13854617999999996,0.4033880769849189
1.0000001,0.4224034068863591
1.0000001,0.6644105561372355
1.0000001,0.4276332353819077
1.0,0.5109421058166734
0.08951247499999998,0.34875303029133786
0.11694616000000002,0.3666877873377872
0.17416856999999997,0.5207609293960139
1.0000001,0.5387805480264721
1.0000001,0.6133863081222509
0.12074755999999998,0.48841773003999706
0.027053243999999976,0.4387738361071822
1.0000001,0.6453725573307827
1.0,0.3793017571169149
0.092164405,0.3195201502560575
0.12969531,0.4873858340628491
0.11288757999999999,0.45208627861475104
0.08975907,0.38384083342659814
