true,prediction
1.0000001,0.9795688488405989
0.5828795,0.5969516916000686
1.0000001,0.9841449320020972
0.9597494,0.9307154036929274
0.7244469,0.7360225773901963
1.0000001,0.9874551636743736
0.81495386,0.8081229660985294
0.7841555,0.6443697612885139
0.66846657,0.6655658647337529
1.0000001,0.9926102800927266
0.7684641,0.7527043118511352
1.0,0.9755931450999604
0.5397894,0.5514377984271488
1.0000001,0.9870522443854566
0.7483561,0.7522406275488505
0.52336717,0.5346777854561853
1.0,0.993113950290055
1.0000002,0.9880332162433518
1.0000001,0.9958316621147576
0.91312116,0.889984203122166
0.5669786,0.5819320990085577
1.0000002,0.9686932903429957
1.0,0.9700517635322932
0.67455995,0.672739849319287
1.0000001,0.9721845593137957
1.0000001,0.9843721213545662
0.4752887,0.49873780285747904
0.80571306,0.8049020920767058
1.0,0.9913744018482384
0.87330776,0.8531912147046298
0.46441483,0.48836305432866
0.9733417,0.9555942744201706
1.0000001,0.98106102148441
1.0000001,0.9839173896685406
0.48496944,0.5163771388579061
1.0,0.9808248787726828
1.0000002,0.9666110157560818
0.32631528,0.3490788671629178
1.0000001,0.9805745244056264
0.71756047,0.7109392968297995
1.0,0.9875561538819762
0.86367875,0.8513970493497346
1.0000001,0.9806334490691225
0.31628007,0.3195837717250137
1.0,0.9844562688797442
0.5435699,0.5448964661805149
0.71955943,0.7240982250202387
0.6091261,0.632929185050339
0.7270067,0.7330759202157413
1.0000001,0.9748713856011046
1.0000002,0.987201356387357
1.0,0.9884276292670875
0.36297926,0.3855852032527537
1.0,0.9881110067270219
1.0000002,0.9752297019225749
0.6741238,0.6848282604079895
0.43907925,0.4674062711200015
0.8258581,0.805144959939083
0.55024093,0.5690984760019984
0.39529455,0.4251119686847189
1.0,0.9829873984273179
0.53358686,0.5547461860696234
0.45864257,0.4657117975214233
0.36519042,0.3948219886404643
1.0000001,0.9906052531854936
0.8521565,0.8493326942205884
1.0000001,0.9896770199557863
0.2874162,0.3146124744089932
0.8077351,0.8144334072676229
1.0000001,0.9934113885766163
0.30072597,0.3275785504088051
0.9588358,0.9419701920871264
0.92875284,0.905141245093927
0.3540475,0.4095853197596074
1.0000001,0.9744293569134859
1.0,0.9946019790431941
0.83920336,0.8100630471802156
1.0,0.9845152600935106
1.0000001,0.9821861915352788
1.0000001,0.9828020750812854
0.7407577,0.7572508218300549
0.853701,0.8174112030113418
0.3851766,0.4093014708251577
0.9498435,0.9231714371770927
1.0,0.9863082368694753
1.0000001,0.9837770156283804
0.99999994,0.9954665846590407
0.6693035,0.6797704298289106
1.0,0.9926391032477134
0.6278278,0.6487428562896285
1.0000001,0.9864338683656935
1.0000002,0.9848980372346463
0.39542022,0.41945458662696916
1.0000001,0.9952979750920251
0.87113833,0.8688846727464972
1.0000001,0.9862476486744736
0.7719592,0.7702669799042239
0.5239258,0.5414642289217613
1.0000001,0.9670362998099368
0.9475614,0.9366483680672693
0.32294878,0.34271129353173657
0.5982339,0.6116524207728211
1.0,0.9716863981731944
0.8584167,0.8339312118391538
0.89238405,0.8743152535103453
1.0000001,1.0010855061034296
0.5196239,0.5318283887024069
0.74739575,0.7466635233861423
1.0,0.9704056608121213
0.8693738,0.8618299305042154
0.17905915000000006,0.21694727395692992
0.591883,0.5970898724739548
0.7454829,0.7374957942188151
0.88484216,0.8648154230946565
0.62974644,0.6702785635362751
1.0,0.978929594387244
1.0000001,0.9808065165416914
1.0,0.9575163379287679
0.5029571,0.5081748456886601
0.5473746,0.5616118354520426
1.0000001,0.9738713666793448
1.0000001,0.9385232659784215
0.4380547,0.45450397201540804
0.64986444,0.6566123910637218
0.99999994,0.9571161937931988
1.0,0.9708898179941489
0.82247174,0.8037947322766797
1.0,0.9761076951383848
0.80571306,0.8057183770497441
0.82943904,0.819179324634853
1.0000001,0.9905998232063509
0.9631162,0.9328732983279373
0.54563487,0.5567415230588428
0.9864889,0.9705626863483968
1.0000002,0.9923150859121803
1.0000001,0.9826562895542735
1.0,0.9824194928338891
0.3944716,0.41315649421096523
0.4418499,0.46107212195995656
1.0000001,0.9788038038389383
0.49543124,0.5198419341029058
1.0000001,0.9712843330396278
0.16461636000000002,0.21466590722600953
0.52885526,0.5373170595762211
0.61095715,0.6376093301596318
0.48088384,0.49308366755653
1.0,0.9788923460199983
0.48753393,0.5062482412696134
-0.0008721631000000452,0.07200230558344567
0.7037599,0.7089130775965484
0.56153303,0.5943133455102861
0.82729983,0.8140314358772811
0.5999302,0.6134553243043812
0.24479344000000003,0.27029653694741784
0.54753995,0.5580773157205305
1.0000001,0.9781780159599016
